Image Path,Label
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Packaging Innovation_ Gluing Six-Pack Cans of Beer Together  - Core77_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/The Beer Store_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/download (1)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/The Beer Store_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (4)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg UK joins National Association of Cider Makers_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (5)_logo_1.jpg,Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg can editorial photography_ Image of drink, danish - 15625712_logo_1.jpg",Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg limited edition Christmas packaging_ Designed by Taxi Studio_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg buys huge UK soft drink firm for £3_3BILLION as Brits shun booze_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Bia Carlsberg 4_8_ - Lon 330ml - Thùng 24 Lon_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/How Carlsberg has “grown up” and ditched its “laddish” persona_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/How Carlsberg has “grown up” and ditched its “laddish” persona_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Empty Beer Can CARLSBERG Alcohol Free 330 ml_ Ukraine 2024 Bottom Open! 🇺🇦  _ eBay_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Danish Pilsner Beer - 4pk_16_9 fl oz Cans_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Danish Pilsner Beer - 4pk_16_9 fl oz Cans_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Elephant Beer_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Elephant Beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Elephant Beer_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Lager_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Lager_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer 4-pack_logo_4.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer 4-pack_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer 4-pack_logo_5.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer 4-pack_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer 4-pack_logo_6.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/_ (12)_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer 4-pack_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (6)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (6)_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg - 3d model_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg - 3d model_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (7)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (7)_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg probing India operations for _fraud__logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg probing India operations for _fraud__logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (8)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (8)_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (8)_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg develops cardboard beer bottles_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg develops cardboard beer bottles_logo_4.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg develops cardboard beer bottles_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg develops cardboard beer bottles_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Product and advertising photography_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Product and advertising photography_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Product and advertising photography_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg - Premium Beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/60 creativos y originales anuncios publicitarios de cervezas de todo el mundo_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Bia Carlsberg 5_ - Lon 500ml - Thùng 24 Lon_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg’s clean new can design by Kontrapunkt_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg’s clean new can design by Kontrapunkt_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/‘Probably not the best beer in the world - so we_ve changed it’_ Carlsberg challenges drinkers to reappraise its beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/‘Probably not the best beer in the world - so we_ve changed it’_ Carlsberg challenges drinkers to reappraise its beer_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/carlsberg packshot_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/carlsberg packshot_logo_1.jpg,Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg_ As shown in their advertisement, my husband has a closet of Carlsberg next to mine - Cookiemilo, Singapore_logo_2.jpg",Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg_ As shown in their advertisement, my husband has a closet of Carlsberg next to mine - Cookiemilo, Singapore_logo_1.jpg",Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg__logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/carlsberg (9)_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg__logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/carlsberg (9)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/carlsberg (9)_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Pilsner ★★☆☆☆_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/#Carlsberg_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/☆_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/You see it_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/🍺 copy_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Beer.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Major Global Rebrand.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (1).jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg BEER Logo PNG Vector (AI) Free Download.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Logo design for Carlsberg.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/All Carlsberg Logos.jpeg,Carlsberg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Giorno 6 Luglio_ Carlsberg, un museo che induce all’alcolismo.jpeg",Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Buy Carlsberg logo Embroidery Dst Pes File online in USA.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg (2).jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg logo.jpeg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/🍻_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/994d3d7b-a2c5-49ee-80d1-357844f92a7b_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg Strong_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/🍺_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/🍺_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/🍺_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/197b1d5f-b52e-4a34-ad31-ca6a55700cd1_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/197b1d5f-b52e-4a34-ad31-ca6a55700cd1_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/743b4b6a-7d55-497f-a89d-c78870c4ca43_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/743b4b6a-7d55-497f-a89d-c78870c4ca43_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/71869f62-b577-4cc9-bade-c83cbb30e23d_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/71869f62-b577-4cc9-bade-c83cbb30e23d_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/beer snap_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer (1)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer (3)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/7150f76d-e0e2-4301-a562-b2c50d21cc2a_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer (2)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/ed4eb673-fa58-4e98-914b-8e5d64ad2576_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/ed4eb673-fa58-4e98-914b-8e5d64ad2576_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/ed4eb673-fa58-4e98-914b-8e5d64ad2576_logo_3.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Cheers to good brews and even better company! 🍻🥳 #BeerLover #CheersToGoodTimes_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Cheers to good brews and even better company! 🍻🥳 #BeerLover #CheersToGoodTimes_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/A beer a day keeps Doctor away…🍺_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/A beer a day keeps Doctor away…🍺_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/7d803655-12f9-44ed-92eb-048fdab41eab_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Elephant beer #beer #elephantbeer #lucknow_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/4327c10d-56c3-4406-9e5d-a8b28dcdd453_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/7174ed10-ab47-4181-b2eb-d81a2910050d_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/7174ed10-ab47-4181-b2eb-d81a2910050d_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/🍺🍻🍻_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/#Carlsberg_logo_1 copy.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/strong beer snaps_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/53ce2106-9b1e-4d12-bbe9-f0bd3cf86095_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/53ce2106-9b1e-4d12-bbe9-f0bd3cf86095_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer (3)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Let’s have some Beer_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/☆_logo_1 copy.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/ae700e0c-4c6c-462d-833f-cac36b43f64c_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/e9fdea56-3584-4b9f-8b34-a382dc095304_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer (2)_logo_2.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg beer (2)_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/7ae0159f-6e29-474f-bce8-64c73f41c42f_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/beer 🍺_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/53d57f3e-37f6-43b2-93bb-498bc622324f_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/Carlsberg🍻_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Carlsberg Beer/@gabruwrites_03_logo_1.jpg,Carlsberg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/#kingfisherbeer photography_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺 beer__logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/U are Amazing (lUareAmazingl) - Profile _ Pinterest_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/U are Amazing (lUareAmazingl) - Profile _ Pinterest_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/tuborg beer 🍺_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg_logo_3.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer Tuborg #Beer_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/PRODUCT_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/__logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/tuborg øl_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/TUBORG BEER 🍾_STRONG BEER PHOTOGRAPHY_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (2)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (3)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Bia Tuborg 4_9_ - Lon 330ml - Thùng 24 Lon_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Beer 🍺 (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/U are Amazing (lUareAmazingl) - Profile _ Pinterest (1)_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg (2)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/U are Amazing (lUareAmazingl) - Profile _ Pinterest (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Turner Duckworth_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer 🍺 (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer 🍺_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/BASIC_logo_4.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Relax 🍺_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/BASIC_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/BASIC_logo_3.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍻_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/BASIC_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer 🍺 (2)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg beer 🍻_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍻 (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/never ending love_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (4)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (10)_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (5)_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Green_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (5)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (6)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (7)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (8)_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (9)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (8)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/nasha drink_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/tuborg green #copenhagen #denmark #beer_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (10)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Rebrand _Festival__logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Rebrand _Festival__logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/PRODUCT (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (11)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/TUBORG BEER 🍾_STRONG BEER PHOTOGRAPHY (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (13)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg (3)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (12)_logo_1.jpg,Tuborg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tootefotod, reklaamfotod, makrofotod - PIKSTRIK - Tuborg Green_logo_1.jpg",Tuborg Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tootefotod, reklaamfotod, makrofotod - PIKSTRIK - Tuborg Green_logo_2.jpg",Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer 🍺 (3)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Green (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (15)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (14)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Turner Duckworth (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (16)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (17)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (18)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/f2c0d25d-33b5-484c-8f9f-03a10184d0d7_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (19)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (20)_logo_1.jpg,Tuborg Beer
